Code,Category,Sub_Category,Question,Answer,Difficulty,SubCatName,Flag
29846,Music,Rock & Pop,According to the lyrics of one of his songs where did Paul Young call home,Wherever He Laid His Hat,Specialized Knowledge,Music|Rock & Pop,
29848,Music,Rock & Pop,"Who had a hit with ""Saturday Night"" in 1994?",Whigfield,Specialized Knowledge,Music|Rock & Pop,
29859,Music,Rock & Pop,What was Thin Lizzy's first hit in 1973,Whiskey in the Jar,Moderate Knowledge,Music|Rock & Pop,
29889,Music,Rock & Pop,What Was The Only Hit Song For The Band 'It's A Beautiful Day',White Bird,Specialized Knowledge,Music|Rock & Pop,
29901,Music,Rock & Pop,What did Billy Idol think it was a nice day for in his 1985 hit,White Wedding,Moderate Knowledge,Music|Rock & Pop,
29905,Music,Rock & Pop,Which band did David Coverdale form after leaving Deep Purple?,Whitesnake,Moderate Knowledge,Music|Rock & Pop,
29906,Music,Rock & Pop,Which band was David Coverdale a member of - Def Leppard or Whitesnake?,Whitesnake,Moderate Knowledge,Music|Rock & Pop,
29909,Music,Rock & Pop,"Was ""I Wanna Dance With Somebody"" a hit for Cyndi Lauper or Whitney Houston?",Whitney Houston,Common Knowledge,Music|Rock & Pop,
29910,Music,Rock & Pop,Who had a hit in 1993 with I Have Nothing?,Whitney Houston,Common Knowledge,Music|Rock & Pop,
29911,Music,Rock & Pop,"Who had a hit with the song ""Greatest Love of All""",Whitney Houston,Common Knowledge,Music|Rock & Pop,
29912,Music,Rock & Pop,Who sang about The Greatest Love Of All in 1986?,Whitney Houston,Common Knowledge,Music|Rock & Pop,
29931,Music,Rock & Pop,What was the name of Wings' first album,Wild Life,Specialized Knowledge,Music|Rock & Pop,
29934,Music,Rock & Pop,What was The Troggs' most famous hit?,Wild Thing,Moderate Knowledge,Music|Rock & Pop,
30005,Music,Rock & Pop,Who released the 1970s album entitled Red Headed Stranger?,Willie Nelson,Moderate Knowledge,Music|Rock & Pop,
30006,Music,Rock & Pop,Who released the 1970s album entitled Stardust,Willie Nelson,Specialized Knowledge,Music|Rock & Pop,
30083,Music,Rock & Pop,Who sang 'Mull of Kintyre'?,Wings,Moderate Knowledge,Music|Rock & Pop,
30145,Music,Rock & Pop,Which British rock group wished it could be Christmas every day,Wizzard,Moderate Knowledge,Music|Rock & Pop,
30151,Music,Rock & Pop,"Duran Duran were ""Hungry Like the"" what",Wolf,Common Knowledge,Music|Rock & Pop,
30205,Music,Rock & Pop,"Which music festival was attended by over 400,000 people in 1969?",Woodstock,Common Knowledge,Music|Rock & Pop,
30218,Music,Rock & Pop,In 1965 which song by Sam the Sham and the Pharaohs peaked at number 2?,Wooly Bully,Moderate Knowledge,Music|Rock & Pop,
30223,Music,Rock & Pop,What was a big hit for Cameo in 1986?,Word Up,Moderate Knowledge,Music|Rock & Pop,
30248,Music,Rock & Pop,Fill in the blank: Dont blank be happy?,Worry,Common Knowledge,Music|Rock & Pop,
30309,Music,Rock & Pop,Who released the 1970s album entitled Germ Free Adolescents?,X-Ray Spex,Specialized Knowledge,Music|Rock & Pop,
30323,Music,Rock & Pop,What 1958 song was The Coasters' only US No. 1 hit,Yakety Yak,Moderate Knowledge,Music|Rock & Pop,
30324,Music,Rock & Pop,What 1958 song was The Coasters' only number 1 hit?,Yakkety Yak,Specialized Knowledge,Music|Rock & Pop,
30342,Music,Rock & Pop,Only You was a hit for whom,Yazoo/The Flying Pickets,Specialized Knowledge,Music|Rock & Pop,
30377,Music,Rock & Pop,"Which album is ""Only a Northern Song"" on",Yellow Submarine,Specialized Knowledge,Music|Rock & Pop,
30394,Music,Rock & Pop,Which song had the working title Scrambled Eggs?,Yesterday,Specialized Knowledge,Music|Rock & Pop,
30408,Music,Rock & Pop,Who sang 'Happy Xmas (War Is Over)' with John Lennon?,Yoko Ono,Common Knowledge,Music|Rock & Pop,
30423,Music,Rock & Pop,Both Roxette & Sheena Easton Had A Hit With A Song Called What,You Got The Look,Specialized Knowledge,Music|Rock & Pop,
30424,Music,Rock & Pop,Which declaration brought the Beastie Boys into the charts in 1987?,You Gotta Fight For Your Right To Party,Moderate Knowledge,Music|Rock & Pop,
30427,Music,Rock & Pop,Debby Boone sang the No. 1 song of the 1970s. What was it?,You Light Up My Life,Moderate Knowledge,Music|Rock & Pop,
30428,Music,Rock & Pop,What was Billboard's hit single of the 1970s?,You Light Up My Life,Moderate Knowledge,Music|Rock & Pop,
30429,Music,Rock & Pop,Which song won the Grammy for Song of the Year in 1977?,You Light Up My Life,Moderate Knowledge,Music|Rock & Pop,
30430,Music,Rock & Pop,Which Leo Sayer song won a Grammy for Best Rhythm & Blues Song in 1977?,You Make Me Feel Like Dancing,Moderate Knowledge,Music|Rock & Pop,
30433,Music,Rock & Pop,What was Sam Cooke's only number 1 US song?,You Send Me,Specialized Knowledge,Music|Rock & Pop,
30436,Music,Rock & Pop,What was Rod Stewart's second number one after Maggie May?,You Wear It Well,Specialized Knowledge,Music|Rock & Pop,
30439,Music,Rock & Pop,What song reached number 1 in 1993 for the Scottish band The Bluebells?,Young at Heart,Moderate Knowledge,Music|Rock & Pop,
30444,Music,Rock & Pop,What kind of Turks did Rod Stewart sing about,Young Turks,Moderate Knowledge,Music|Rock & Pop,
30453,Music,Rock & Pop,Ian Dury asked to be hit with what in Your Best Shot or Your Rhythm Stick,Your Rhythm Stick,Specialized Knowledge,Music|Rock & Pop,
30458,Music,Rock & Pop,What James Blunt song was voted the most annoying song of the 2000s decade,You're Beautiful,Moderate Knowledge,Music|Rock & Pop,
30460,Music,Rock & Pop,Which Carly Simon US No.1 featured Mick Jagger on backup vocals,You're So Vain,Moderate Knowledge,Music|Rock & Pop,
30461,Music,Rock & Pop,What line precedes You're the salt in my stew?,You're the cream in my,Specialized Knowledge,Music|Rock & Pop,
30462,Music,Rock & Pop,What was Barry White's only No.1 single in the 1970s?,You're the First the Last My Everything,Moderate Knowledge,Music|Rock & Pop,
30465,Music,Rock & Pop,Which Of Carol King's Songs Gave James Taylor A Big Hit In 1971,You've Got A Friend,Moderate Knowledge,Music|Rock & Pop,
30466,Music,Rock & Pop,What was the most played song on US radio in the 20th century?,You've Lost That Lovin' Feelin',Moderate Knowledge,Music|Rock & Pop,
30467,Music,Rock & Pop,What is the most popular karaoke tune worldwide?,You've Lost That Lovin Feeling,Moderate Knowledge,Music|Rock & Pop,
30544,Music,Rock & Pop,Who had a 1994 hit with Them Girls Them Girls,Zig & Zag,Specialized Knowledge,Music|Rock & Pop,
30545,Music,Rock & Pop,What remains David Bowie's best selling original album?,Ziggy Stardust,Moderate Knowledge,Music|Rock & Pop,
30580,Music,Rock & Pop,Time of the Season (1969) was recorded by what group,Zombies,Moderate Knowledge,Music|Rock & Pop,
30600,Music,Rock & Pop,Which band performed Cheap Sunglasses in 1979,ZZ Top,Moderate Knowledge,Music|Rock & Pop,
180,People & Places,Historical & Notable Figures,In what years did Nostradamus live?,1503-1566,Specialized Knowledge,People & Places|Historical & Notable Figures,
199,People & Places,Historical & Notable Figures,Approximately how many children did Pharaoh Ramses II father?,160,Specialized Knowledge,People & Places|Historical & Notable Figures,
319,People & Places,Historical & Notable Figures,What year was Aaron Copland born?,1900,Specialized Knowledge,People & Places|Historical & Notable Figures,
324,People & Places,Historical & Notable Figures,Peter Lorre was born in what year?,1904,Specialized Knowledge,People & Places|Historical & Notable Figures,
540,People & Places,Historical & Notable Figures,In what year was Prince Harry born?,1984,Common Knowledge,People & Places|Historical & Notable Figures,
541,People & Places,Historical & Notable Figures,In what year did Richard Burton die,1984,Specialized Knowledge,People & Places|Historical & Notable Figures,
600,People & Places,Historical & Notable Figures,What first did American Gertrude Ederle achieve in 1926,1st Woman To Swim Channel,Specialized Knowledge,People & Places|Historical & Notable Figures,
727,People & Places,Historical & Notable Figures,How many wives was Mormon leader Brigham Young said to have,27,Specialized Knowledge,People & Places|Historical & Notable Figures,
795,People & Places,Historical & Notable Figures,What percentage of blondes are fake in the USA?,33%,Specialized Knowledge,People & Places|Historical & Notable Figures,
802,People & Places,Historical & Notable Figures,What percentage of people using personal ads for dating are married?,35%,Moderate Knowledge,People & Places|Historical & Notable Figures,
824,People & Places,Historical & Notable Figures,What would Barbie's measurements be if she were life-size?,39-23-33,Moderate Knowledge,People & Places|Historical & Notable Figures,
900,People & Places,Historical & Notable Figures,How tall was the shortest British monarch Charles I,"4'9""",Specialized Knowledge,People & Places|Historical & Notable Figures,
902,People & Places,Historical & Notable Figures,"Which organization has the motto ""we learn by doing""?",4-H Club,Moderate Knowledge,People & Places|Historical & Notable Figures,
942,People & Places,Historical & Notable Figures,How many stamps were printed with Elvis Presley on the face?,500 million,Specialized Knowledge,People & Places|Historical & Notable Figures,
989,People & Places,Historical & Notable Figures,How tall was the world's shortest man?,670mm,Specialized Knowledge,People & Places|Historical & Notable Figures,
1000,People & Places,Historical & Notable Figures,"In an average lifetime, the average American is counted in how many censuses?",7,Moderate Knowledge,People & Places|Historical & Notable Figures,
1059,People & Places,Historical & Notable Figures,How tall was Robert Wadlow?,"8'11""",Specialized Knowledge,People & Places|Historical & Notable Figures,
1225,People & Places,Historical & Notable Figures,Who or what is the actress Uma Thurman named after,A Hindu Goddess,Specialized Knowledge,People & Places|Historical & Notable Figures,
1391,People & Places,Historical & Notable Figures,What type of person lives in a kraal?,A Zulu,Moderate Knowledge,People & Places|Historical & Notable Figures,
1470,People & Places,Historical & Notable Figures,What US president was known as the rail splitter,Abraham Lincoln,Moderate Knowledge,People & Places|Historical & Notable Figures,
1542,People & Places,Historical & Notable Figures,What job did Hans Christian Andersen have before becoming a writer,Actor,Specialized Knowledge,People & Places|Historical & Notable Figures,
1578,People & Places,Historical & Notable Figures,Who was the first chancellor of West Germany after WWII?,Adenauer,Moderate Knowledge,People & Places|Historical & Notable Figures,
1607,People & Places,Historical & Notable Figures,April 1889 saw the birth of which future dictator?,Adolf Hitler,Common Knowledge,People & Places|Historical & Notable Figures,
1608,People & Places,Historical & Notable Figures,Whose girlfriend had a pet snake called Enid?,Adolf Hitler,Specialized Knowledge,People & Places|Historical & Notable Figures,
1715,People & Places,Historical & Notable Figures,What was Mother Teresa's Christian name before she became a nun?,Agnes,Moderate Knowledge,People & Places|Historical & Notable Figures,
1716,People & Places,Historical & Notable Figures,What was Mother Teresa's real first name?,Agnes,Moderate Knowledge,People & Places|Historical & Notable Figures,
1723,People & Places,Historical & Notable Figures,What was Jethro Tull before donating his name to a British rock group?,Agriculturist,Specialized Knowledge,People & Places|Historical & Notable Figures,
1724,People & Places,Historical & Notable Figures,Who was Jethro Tull?,Agriculturist,Specialized Knowledge,People & Places|Historical & Notable Figures,
1767,People & Places,Historical & Notable Figures,Which pseudonym did Alphonse Capone sometimes use?,Al Brown,Specialized Knowledge,People & Places|Historical & Notable Figures,
1775,People & Places,Historical & Notable Figures,On whose gravestone will you find the words My Jesus Mercy,Al Capone,Specialized Knowledge,People & Places|Historical & Notable Figures,
1776,People & Places,Historical & Notable Figures,"Who said ""Public service is my motto""?",Al Capone,Specialized Knowledge,People & Places|Historical & Notable Figures,
1777,People & Places,Historical & Notable Figures,Who was the first American to make $100 million per year,Al Capone,Specialized Knowledge,People & Places|Historical & Notable Figures,
1778,People & Places,Historical & Notable Figures,Whose headstone reads my Jesus mercy,Al Capone,Specialized Knowledge,People & Places|Historical & Notable Figures,
1779,People & Places,Historical & Notable Figures,Which individual had the highest income of anyone in the USA in the 1920s,Al Capone,Specialized Knowledge,People & Places|Historical & Notable Figures,
1780,People & Places,Historical & Notable Figures,Which US gangster was known as Scarface?,Al Capone,Common Knowledge,People & Places|Historical & Notable Figures,
1781,People & Places,Historical & Notable Figures,Who said 'Canada I don't even know what street Canada is on'?,Al Capone,Specialized Knowledge,People & Places|Historical & Notable Figures,
1782,People & Places,Historical & Notable Figures,Alfred Gerald Caplin is better known by what name?,Al Capp,Specialized Knowledge,People & Places|Historical & Notable Figures,
1784,People & Places,Historical & Notable Figures,Who was Tommy Lee Jones' freshman roommate at Harvard University,Al Gore,Specialized Knowledge,People & Places|Historical & Notable Figures,
1874,People & Places,Historical & Notable Figures,Who was offered the presidency of Israel in 1952 but turned it down,Albert Einstein,Moderate Knowledge,People & Places|Historical & Notable Figures,
1875,People & Places,Historical & Notable Figures,Who won the Nobel Prize in Physics in 1921?,Albert Einstein,Moderate Knowledge,People & Places|Historical & Notable Figures,
1876,People & Places,Historical & Notable Figures,Which historical figure died on April 18th 1955?,Albert Einstein,Moderate Knowledge,People & Places|Historical & Notable Figures,
1880,People & Places,Historical & Notable Figures,Who built the Lambarene missionary station in Africa?,Albert Schweitzer,Specialized Knowledge,People & Places|Historical & Notable Figures,
1927,People & Places,Historical & Notable Figures,Who penned the 1999 autobiography 'Managing My Life'?,Alex Ferguson,Moderate Knowledge,People & Places|Historical & Notable Figures,
1931,People & Places,Historical & Notable Figures,Three Scottish kings and eight Popes share what name,Alexander,Specialized Knowledge,People & Places|Historical & Notable Figures,
1933,People & Places,Historical & Notable Figures,Who is the unit of sound named after,Alexander Graham Bell,Moderate Knowledge,People & Places|Historical & Notable Figures,
1934,People & Places,Historical & Notable Figures,After whom was the unit 'decibel' named,Alexander graham bell,Moderate Knowledge,People & Places|Historical & Notable Figures,
1942,People & Places,Historical & Notable Figures,His wife was Roxana his horse was Bucephalus - who was he?,Alexander the Great,Common Knowledge,People & Places|Historical & Notable Figures,
1943,People & Places,Historical & Notable Figures,Who owned a dog named Peritus,Alexander the Great,Specialized Knowledge,People & Places|Historical & Notable Figures,
1946,People & Places,Historical & Notable Figures,Victoria was not Queen Victoria's first name - what was?,Alexandrina,Specialized Knowledge,People & Places|Historical & Notable Figures,
1964,People & Places,Historical & Notable Figures,Whose biography is entitled 'The Dark Side of Genius',Alfred Hitchcock,Moderate Knowledge,People & Places|Historical & Notable Figures,
1981,People & Places,Historical & Notable Figures,In what country was fashion designer Yves Saint Laurent born?,Algeria,Moderate Knowledge,People & Places|Historical & Notable Figures,
2022,People & Places,Historical & Notable Figures,What do Sir Isaac Newton Kenny Everett and Annie Lennox all have in common,All Born On Christmas Day,Specialized Knowledge,People & Places|Historical & Notable Figures,
2030,People & Places,Historical & Notable Figures,What do Cleopatra Margaret Thatcher and Mia Farrow have in common?,All Have Twins,Specialized Knowledge,People & Places|Historical & Notable Figures,
2040,People & Places,Historical & Notable Figures,What links Steve McQueen Ian Botham and Spike Milligan?,All named Terence,Specialized Knowledge,People & Places|Historical & Notable Figures,
2052,People & Places,Historical & Notable Figures,What did Billie Holiday James Dean Eva Peron and Janis Joplin have in common?,All were prostitutes,Specialized Knowledge,People & Places|Historical & Notable Figures,
